HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score
Primary Care,6031000404,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000405,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000500,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000601,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000602,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000701,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000702,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000800,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031000900,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031001001,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031001002,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031001003,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031001100,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6031001200,Census Tract,MSSA 69/Hanford/Lemoore,1069693751,Kings,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033000600,Census Tract,MSSA 71.1 Clearlake/Clearlake Oaks,1063761828,Lake,High Needs Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033000701,Census Tract,MSSA 71.1 Clearlake/Clearlake Oaks,1063761828,Lake,High Needs Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033000702,Census Tract,MSSA 71.1 Clearlake/Clearlake Oaks,1063761828,Lake,High Needs Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033000801,Census Tract,MSSA 71.1 Clearlake/Clearlake Oaks,1063761828,Lake,High Needs Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033000802,Census Tract,MSSA 71.1 Clearlake/Clearlake Oaks,1063761828,Lake,High Needs Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033000100,Census Tract,Low Income - MSSA 70.1/70.2/Lakeport/Lucerne,1067557916,Lake,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6033000300,Census Tract,Low Income - MSSA 70.1/70.2/Lakeport/Lucerne,1067557916,Lake,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6033000400,Census Tract,Low Income - MSSA 70.1/70.2/Lakeport/Lucerne,1067557916,Lake,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6033000501,Census Tract,Low Income - MSSA 70.1/70.2/Lakeport/Lucerne,1067557916,Lake,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6033000502,Census Tract,Low Income - MSSA 70.1/70.2/Lakeport/Lucerne,1067557916,Lake,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6033001000,Census Tract,Low Income - MSSA 70.1/70.2/Lakeport/Lucerne,1067557916,Lake,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6033000900,Census Tract,MSSA 71.2 & 71.3/Lower Lake/Cobb,1068811139,Lake,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033001100,Census Tract,MSSA 71.2 & 71.3/Lower Lake/Cobb,1068811139,Lake,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033001200,Census Tract,MSSA 71.2 & 71.3/Lower Lake/Cobb,1068811139,Lake,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6033001300,Census Tract,MSSA 71.2 & 71.3/Lower Lake/Cobb,1068811139,Lake,Geographic HPSA,Geographic Population,Designated,12
Primary Care,6035040200,Census Tract,"LI-MSSA 72,75/Susanville/Westwood",1064337394,Lassen,HPSA Population,Low Income Population HPSA,Designated,17
Primary Care,6035040302,Census Tract,"LI-MSSA 72,75/Susanville/Westwood",1064337394,Lassen,HPSA Population,Low Income Population HPSA,Designated,17
Primary Care,6035040303,Census Tract,"LI-MSSA 72,75/Susanville/Westwood",1064337394,Lassen,HPSA Population,Low Income Population HPSA,Designated,17
Primary Care,6035040304,Census Tract,"LI-MSSA 72,75/Susanville/Westwood",1064337394,Lassen,HPSA Population,Low Income Population HPSA,Designated,17
Primary Care,6035040305,Census Tract,"LI-MSSA 72,75/Susanville/Westwood",1064337394,Lassen,HPSA Population,Low Income Population HPSA,Designated,17
Primary Care,6035040400,Census Tract,"LI-MSSA 72,75/Susanville/Westwood",1064337394,Lassen,HPSA Population,Low Income Population HPSA,Designated,17
Primary Care,6035040500,Census Tract,"LI-MSSA 72,75/Susanville/Westwood",1064337394,Lassen,HPSA Population,Low Income Population HPSA,Designated,17
Primary Care,6035040100,Census Tract,MSSA 73/Bieber,1066701137,Lassen,Geographic HPSA,Geographic Population,Designated,10
Primary Care,6037532400,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533300,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533401,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533402,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533403,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533501,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533502,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533503,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533601,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533602,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533603,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533803,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533804,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533805,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037533806,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037534301,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037534302,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037534403,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037534404,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037534405,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037534406,Census Tract,Low Income - MSSA 78.2ddd/Bell SW/Cudahy/Maywood/V,1061017434,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,13
Primary Care,6037241001,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037241002,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037241300,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037241400,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037291110,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037291120,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037291130,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037291220,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037540901,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037540902,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037541002,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037541100,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037541200,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037542800,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037542900,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037543000,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037543100,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037602801,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037602802,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037602900,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037603001,Census Tract,MSSA 78.2uuu/Athens,1061038158,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037910205,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910401,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910402,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910403,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910404,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910601,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910602,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910603,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910605,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910606,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910705,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910706,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910707,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910709,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910711,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910712,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910713,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910714,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910715,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910716,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037910812,Census Tract,MSSA 77.1a/Palmdale Central,1061321657,Los Angeles,Geographic HPSA,Geographic Population,Designated,14
Primary Care,6037291210,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037291300,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037541001,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603004,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603005,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603006,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603101,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603102,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603200,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603301,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603302,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603400,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037603702,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037604001,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037604002,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037604100,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037620521,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037620601,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037620701,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037650001,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037650003,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037650004,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037650101,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037650102,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037650200,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037650300,Census Tract,LI-MSSA 78.2iiii/Gardena Southeast,1061563425,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037530301,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530302,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530400,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530500,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530601,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530602,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530802,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037530902,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531000,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531102,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531201,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531202,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531301,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531302,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531502,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531503,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531504,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531602,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531603,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531604,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531701,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037531702,Census Tract,Low Income - MSSA 78.2d/City Terrace East,1061952432,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,11
Primary Care,6037900102,Census Tract,MSSA 77.2/Lake Los Angeles,1062218238,Los Angeles,Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037900103,Census Tract,MSSA 77.2/Lake Los Angeles,1062218238,Los Angeles,Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037900104,Census Tract,MSSA 77.2/Lake Los Angeles,1062218238,Los Angeles,Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037900201,Census Tract,MSSA 77.2/Lake Los Angeles,1062218238,Los Angeles,Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037900300,Census Tract,MSSA 77.2/Lake Los Angeles,1062218238,Los Angeles,Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037980003,Census Tract,MSSA 77.2/Lake Los Angeles,1062218238,Los Angeles,Geographic HPSA,Geographic Population,Designated,18
Primary Care,6037238000,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037238400,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037600501,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037600502,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037600601,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037600602,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037600702,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037600703,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037600704,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037601501,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037601502,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037601600,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037601700,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037601801,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037601802,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037601900,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037602002,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037602003,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037602004,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037602104,Census Tract,MSSA 78.2r/Inglewood East,1062321680,Los Angeles,High Needs Geographic HPSA,Geographic Population,Designated,13
Primary Care,6037530202,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037530203,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037530204,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037531800,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037531901,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037531902,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037532001,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037532002,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037532101,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037532102,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037532200,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
Primary Care,6037532302,Census Tract,LI-MSSA 78.2c/Bell NE,1062637154,Los Angeles,HPSA Population,Low Income Population HPSA,Designated,16
